epoch,train_D_loss,train_G_loss,val_D_loss,val_G_loss
1,0.3226585484808311,49.25283634662628,5.382313503938563,30.927308026482077
2,0.21587907057255507,24.34007740020752,0.4826440004741444,22.821513680850757
3,0.11590423673624173,22.309508979320526,0.4491269448224236,20.64140723733341
4,0.027759309217799455,21.501568779349327,0.29514146815328035,19.451658192802878
5,0.06773119136050809,20.9707093834877,0.4258981837945826,19.64327127793256
6,0.06540510052582249,20.8017717897892,0.3260779152898228,19.763978341046503
7,0.06393609082442708,20.583337783813477,0.2821517253623289,18.803216597613165
8,0.05700205978064332,20.135642364621162,0.2919507079264697,19.842715487760657
9,0.055849729833425954,19.843034118413925,0.2671352151562186,18.89079755895278
10,0.08599137001147028,19.913460195064545,0.3447250180384692,18.711837151471308
11,0.09065096500853542,19.670985594391823,0.3175569772720337,26.46703260085162
12,0.04440460350451758,19.601913020014763,0.3096799622563755,18.68196263032801
13,0.07060603972058743,19.556485205888748,0.277700918562272,21.684720712549545
14,0.03151927696308121,19.38210256397724,0.34959880218786354,18.37023858463063
15,0.020066635832336033,19.17703376710415,0.2619740437058842,18.158079540028293
16,0.034462978299416136,18.93485377728939,0.2549115638522541,19.9571216246661
17,0.028305335305049084,18.747516304254532,0.27656861964394064,18.24933411093319
18,0.02546868375793565,18.496743619441986,0.29987388323335085,18.42331033594468
19,0.03199347745976411,18.61011305451393,0.27423639683162465,18.383788782007553
20,0.021960137906717137,18.04460747539997,0.30732481619891,18.137562415179083
21,0.04246799492102582,18.185795322060585,0.278508524684345,17.804078803342932
22,0.058104178206122015,17.86901269853115,0.32049700793098,18.189286568585565
23,0.02533480947749922,17.63384209573269,0.2884418315747205,18.081162144156064
24,0.09035111138655338,17.32602433860302,0.26144877076148987,18.12087729397942
25,0.07789911539293826,17.243196219205856,0.2735416398328893,18.04981310227338
26,0.5226427359884838,16.857614502310753,0.24579396668602438,19.500667515922995
27,0.12435219023609534,16.357978403568268,0.30886971950531006,21.12926758036894
28,0.08672686737554614,16.31388971209526,0.2995298171744627,18.73344154918895
29,0.0970308200630825,16.330465123057365,0.2782304357079899,18.48863166921279
30,0.11884602910140529,16.164359524846077,0.30104925351984363,17.867528747109805
31,0.11538417561678216,15.993091255426407,0.29891012346043305,19.448401619406308
32,0.1346922400407493,15.594301953911781,0.291950746494181,18.560873901142795
33,0.1432538328517694,15.55648498237133,0.3026321337503545,18.932060522191666
34,0.11842973495367914,15.490618243813515,0.2871253700817333,18.168091100804947
35,0.1460043051338289,15.11886103451252,0.2573246543898302,18.04920799591962
36,0.1311447138141375,14.738589242100716,0.2524597653571297,18.34659413730397
37,0.12805022246902809,14.563323497772217,0.3756298773428973,19.90101976955638
38,0.1293064877972938,14.824169859290123,0.28185802347519817,18.948761350968304
39,0.15833812206983566,14.198212504386902,0.26695815079352436,18.421590692856732
40,0.13096418319037184,14.029317885637283,0.26454253231777863,18.7601081904243
41,0.12887122191023082,13.772729277610779,0.25920746081015644,17.66253894918105
42,0.13106131262611598,13.512405589222908,0.2700585232061498,17.91875452153823
43,0.1458775140636135,13.21428732573986,0.3027252134154825,17.853876254137823
44,0.13974527397658676,12.927017003297806,0.284551459200242,18.278665206011603
45,0.15530821221182123,12.598768845200539,0.25709132061285134,18.621814531438492
46,0.12737650418421254,12.491632208228111,0.3367737742031322,18.364277839660645
47,0.1273740102769807,12.232840985059738,0.36688408430884867,18.640334017136517
48,0.2724873057450168,12.031131744384766,0.24805582621518305,17.828415337730856
49,0.16312766133341938,11.746248811483383,0.2663593888282776,18.770321621614343
50,0.13424661639146507,11.650443017482758,0.2544049646924524,18.039364225724164
51,0.13171044245245866,11.568883523344994,0.3100287388352787,18.122782903559067
52,0.13248817797284573,11.343610018491745,0.28603265565984387,18.20953363530776
53,0.1518913119507488,11.17439853399992,0.26376928827341867,18.095215909621295
54,0.1254790678503923,11.038736954331398,0.2626273281434003,18.854408123913935
55,0.14648603281239048,10.893446788191795,0.25658095408888426,17.999389676486743
56,0.15486812347080559,10.745050586760044,0.28276226976338553,18.29230521706974
57,0.17357150104362518,10.744628056883812,0.2588960896520054,17.99718764249016
58,0.1852528880117461,10.604663342237473,0.2992394093204947,17.822601402507107
59,0.18475668114842847,10.42950713634491,0.24332163702039158,18.130301251130945
60,0.1762140499195084,10.278361424803734,0.25056883517433615,18.075467530418845
61,0.17189283831976354,10.520133003592491,0.2585965079419753,18.685749923481662
62,0.15876806958112866,10.268107056617737,0.2770426553838393,18.914033328785617
63,0.1838731385068968,10.072979241609573,0.24541262493414037,17.59170913696289
64,0.1764758296776563,10.420484729111195,0.3564053914126228,19.0975240539102
65,0.17380607489030808,9.803831659257412,0.28406540260595436,18.18205250010771
66,0.19297811039723456,9.553195342421532,0.24679738546119018,17.748400744269876
67,0.16502798488363624,9.477133929729462,0.24779749179587646,18.90953156527351
68,0.17435255425516516,9.46973254531622,0.22576924632577336,18.142312807195328
69,0.17332604649709538,9.215714037418365,0.24734087025418,18.08839764314539
70,0.18861393386032432,9.069126144051552,0.2601348152931999,18.02293202456306
71,0.17965664190705866,9.036323189735413,0.245800240074887,17.7977315678316
72,0.19122749054804444,8.803600519895554,0.2557033370522892,18.238473836113425
73,0.1702749242540449,8.703508630394936,0.23560546952135422,17.46685583451215
