epoch,train_D_loss,train_G_loss,val_D_loss,val_G_loss
1,0.4134980335365981,21.720416948199272,0.25369061266674714,13.347389277289896
2,0.20334331621415913,12.439038217067719,0.2872794025084552,10.836670034071979
3,0.088234715803992,11.787220314145088,0.43071899869862723,10.337950874777402
4,0.08688920139684342,11.41594885289669,0.2976549565792084,10.180141533122343
5,0.12394641287392005,11.094981975853443,0.46144524391959696,12.873574986177331
6,0.12501836425508372,11.376987650990486,0.2609984348802006,10.969695932724896
7,0.14627782156458125,11.104794666171074,0.25699959169415865,10.298499696394977
8,0.14948692091275007,10.95574227720499,0.30197475412312674,11.1434726154103
9,0.15659835666883737,10.86221120506525,0.255081890260472,10.093241495244643
10,0.10137764745741151,10.881141901016235,0.22752903577159433,9.769503986134248
11,0.09984474250813946,10.82240541279316,0.41675140752511863,11.192358858445111
12,0.1216117111616768,10.929937034845352,0.28404874135466185,10.2447590266957
13,0.1351194452145137,10.965295910835266,0.2902913829859565,10.418980991139131
14,0.1227985035511665,10.743659906089306,0.32757880582528953,10.528740826775046
15,0.14115247965673916,10.609162837266922,0.30857567576801076,10.693303388707777
16,0.18908727396046743,10.486611418426037,0.27744082492940564,9.405470090753893
17,0.09759021503850818,10.233488649129868,0.28509173849049735,10.549861150629381
18,0.12951440356846433,10.323928788304329,0.24482035636901855,10.613951907438391
19,0.13691024389117956,10.42712714523077,0.3030205859857447,10.316066517549402
20,0.13400171871762723,10.255208857357502,0.2587714440682355,9.817764674915987
21,0.1265392827335745,10.199277460575104,0.29850556569940906,11.434036535375258
22,0.15380822143924888,10.102850519120693,0.28673897245351004,10.342131726882037
23,0.14078226400306448,10.00662425905466,0.284904387067346,10.482587898478789
24,0.1387947694020113,9.820751823484898,0.2539286262848798,10.144970837761374
25,0.15119351504836231,9.667472779750824,0.2521832313607721,10.505465872147504
26,0.16374072874896228,9.391264110803604,0.2532607904251884,9.814443055321188
27,0.15311184368329123,9.211679689586163,0.2923443703090443,10.22358482024249
28,0.1491713022114709,9.094082355499268,0.2566133430775474,11.186132599325742
29,0.1752907555201091,8.854534402489662,0.30037811398506165,10.549001637627097
30,0.16387652780395,8.842890940606594,0.2688445063198314,10.680744563832002
31,0.17825692740734667,8.591489396989346,0.25461756657151613,10.429585681242102
32,0.16097072267439216,8.292599104344845,0.3280562197460848,10.02299446218154
33,0.17211753700394183,8.128336779773235,0.24699134335798376,10.330542900983025
34,0.16109848211635835,7.9712196215987206,0.25600534151582155,9.808750657474294
35,0.1639545919606462,7.86966710537672,0.2687857659424053,10.897039525649127
36,0.17360287299379706,7.728733383119106,0.2708050591104171,9.799741141936359
37,0.16235699964454398,7.4403006583452225,0.23375830229590921,9.668129836811739
38,0.16928690479835495,7.41766794025898,0.2691140139804167,9.55512425478767
39,0.17289894586429,7.2885091081261635,0.23746325163280263,9.736600146574133
40,0.18037214176729321,7.165476568043232,0.2505095925401239,9.836676429299747
41,0.18384467985015363,7.065683774650097,0.35200221047681923,10.03384158190559
42,0.18123836361337453,6.897378079593182,0.24550780566299663,9.711104182636037
43,0.19505041098454967,6.7985378578305244,0.2380968402413761,9.371426694533405
44,0.18515240342821926,6.73947087675333,0.2520851799670388,9.900822499219109
45,0.1917349473806098,6.512606583535671,0.2380559049984988,9.625867100322948
46,0.18429638002999127,6.4153550416231155,0.24451696609749513,9.382355704027063
47,0.19534432399086654,6.3216172233223915,0.23286133916939006,9.569972346810733
48,0.1839542711386457,6.227875627577305,0.24303889800520503,9.593668278525858
49,0.20388634339906275,6.128777325153351,0.23094955700285294,9.44840004864861
50,0.19273218244779855,6.071856796741486,0.2540917624445522,9.512089364668903
51,0.6319783860817552,6.246691815555096,0.2623602660263286,9.062943107941571
52,0.24235276645049453,5.437720507383347,0.2611735638450174,9.475934000576244
53,0.22778689418919384,5.420640341937542,0.2660653696340673,9.746165836558623
54,0.2078223282005638,5.40914049744606,0.2582729073131786,9.08705826366649
